forks,stargazers_count,open_issues,size,owner_type,readme_size,num_contrib,commits,year
0,0,0,60,0,624,1,17,2015
0,1,0,71432,0,2032,1,6,2015
0,0,0,12656,0,699,1,20,2015
0,0,0,580,0,3446,1,106,2015
1,0,0,12680,0,43,1,10,2015
0,0,0,107420,0,0,0,0,2015
0,0,0,1532,0,0,1,4,2015
0,0,0,168,0,100,1,6,2015
0,0,0,104,0,15,0,0,2015
0,0,0,4188,0,102,1,2,2015
0,0,0,140,0,178,1,1,2015
0,0,0,176,0,2835,1,18,2015
0,0,0,1784,0,0,1,2,2015
0,1,1,1264,0,814,2,30,2015
0,0,0,20589,0,2030,1,3,2015
0,0,0,932,0,13,1,4,2015
0,0,0,152,0,9,1,10,2015
0,1,0,1796,0,2196,1,2,2015
0,0,0,632,0,280,1,2,2015
0,0,0,664,0,0,1,4,2015
0,0,0,8128,1,0,3,9,2015
0,0,0,200,1,0,1,16,2015
0,0,0,33676,0,9213,6,299,2015
4,0,0,120810,0,4290,1,28,2015
1,0,0,34,0,2455,1,37,2015
1,2,0,44918,0,1622,1,3,2015
2,0,0,9572,0,0,1,1,2015
1,1,1,6151,0,1691,2,44,2015
0,2,0,252,0,2541,1,7,2015
0,0,0,56015,0,5862,1,13,2015
0,0,0,69660,0,0,0,0,2015
0,0,0,24668,0,432,1,8,2015
1,1,0,2096,0,707,1,3,2015
0,0,0,9128,0,49750,1,1,2015
1,0,0,1312,0,277,1,4,2015
0,0,0,6588,0,136,1,8,2015
0,0,0,8272,0,997,1,20,2015
0,0,0,36364,0,128,1,60,2015
0,0,0,160,0,0,0,0,2015
0,0,3,60347,1,1001,1,71,2015
0,1,0,1736,0,1814,1,14,2015
1,1,0,16201,1,3461,2,17,2015
0,0,0,31116,0,118,1,15,2015
1,3,0,63,0,2354,1,22,2015
1,0,0,31708,0,347,1,10,2015
0,0,0,20412,1,127,2,18,2015
0,0,0,3996,0,978,1,3,2015
0,0,0,408,0,804,1,5,2015
0,0,0,160,1,0,1,1,2015
1,0,0,9796,0,0,0,0,2015
0,0,0,79095,1,118,1,26,2015
1,0,0,1693,0,0,1,1,2015
1,1,0,2423,1,0,0,0,2015
0,0,0,500,0,282,1,9,2015
0,0,0,139688,0,1737,1,4,2015
0,1,0,236,0,870,1,40,2015
0,0,0,1324,0,442,1,7,2015
0,0,0,136,0,20075,1,66,2015
0,0,0,192,0,196,1,1,2015
0,0,0,108,0,0,1,1,2015
0,1,0,1470,0,2455,1,16,2015
0,0,0,4128,0,237,1,121,2015
2,0,0,15644,0,511,1,2,2015
0,0,0,3171,0,281,1,12,2015
0,0,0,76,1,547,0,0,2015
0,1,0,248,0,9464,0,0,2015
0,0,0,578,1,1521,0,0,2015
1,0,0,77516,0,465,1,4,2015
2,1,0,378,0,0,1,1,2015
3,4,0,670,0,2087,4,62,2015
48,105,8,464995,1,2427,15,3301,2015
29,35,12,115180,1,5377,12,427,2015
9,4,17,364,1,1286,8,101,2015
7,15,18,44655,1,4953,10,926,2015
0,4,0,298,0,575,1,96,2015
7,5,6,179,0,15,1,54,2015
12,11,2,72948,1,345,8,610,2015
10,5,0,8952,1,3422,1,9,2015
5,9,9,2978,1,2486,5,584,2015
8,2,0,37854,1,3039,6,156,2015
2,12,3,252,1,4301,3,23,2015
3,2,0,7839,0,8351,5,42,2015
3,1,0,63176,1,0,2,27,2015
3,3,3,897,0,930,1,48,2015
4,0,0,10296,0,175,2,2,2015
5,2,3,14513,0,390,2,26,2015
2,3,0,204,1,758,2,13,2015
0,0,0,224,0,19,0,0,2015
0,0,0,408,0,99,1,3,2015
3,5,0,1272,0,371,0,0,2015
2,2,0,1840,1,1181,4,25,2015
0,1,0,379,0,678,3,52,2015
4,7,0,17388,0,0,1,7,2015
1,11,0,486,1,12407,2,67,2015
6,7,0,1036,1,1638,1,9,2015
4,4,0,544,0,101,1,2,2015
0,0,0,140,0,0,1,2,2015
1,4,3,17519,0,5781,1,2,2015
4,1,0,525,0,88,3,62,2015
3,5,0,19405,0,900,1,175,2015
2,1,1,848,1,583,1,72,2015
0,0,0,1328,0,0,1,2,2015
5,0,0,3130,0,112,1,13,2015
2,3,0,15771,0,2980,3,31,2015
0,0,0,460,0,0,0,0,2015
0,0,0,4640,0,1024,1,3,2015
0,0,0,200,0,38,1,8,2015
0,0,0,6529,0,552,1,8,2015
0,0,0,57440,0,0,4,131,2015
1,6,4,1266,1,727,1,90,2015
1,5,0,570,1,2736,4,188,2015
1,1,0,291,1,9,4,28,2015
0,2,1,204,1,670,2,7,2015
0,2,0,68716,0,69,1,2,2015
0,0,0,820,0,0,0,0,2015
0,1,0,7448,0,0,1,1,2015
1,0,0,9793,0,11,4,22,2015
1,0,0,2664,0,3111,1,2,2015
2,1,0,1387,0,1229,5,159,2015
1,0,0,572,0,911,1,53,2015
0,1,0,8490,0,206,0,0,2015
1,0,0,2064,0,961,5,13,2015
3,0,0,160628,0,329,1,5,2015
0,3,0,95036,0,791,1,9,2015
2,1,7,10210,0,3488,2,21,2015
2,1,0,1127,0,7609,37,273,2015
2,4,0,144122,0,2183,1,22,2015
1,2,1,205,0,1221,1,5,2015
0,0,0,4488,0,12,1,1,2015
2,4,5,239400,0,1678,2,386,2015
0,0,0,2759,0,27,1,9,2015
0,0,0,1580,1,0,1,16,2015
0,0,0,148,0,42,1,4,2015
0,0,0,35224,0,243,1,7,2015
0,0,0,852,0,1425,2,20,2015
0,0,0,200,1,0,1,5,2015
0,0,0,196,0,478,1,4,2015
0,0,0,200,1,0,1,5,2015
0,0,0,7188,0,0,1,2,2015
0,0,0,3080,0,220,1,4,2015
0,1,0,1348,0,1083,1,17,2015
0,0,0,3368,0,0,1,2,2015
1,0,0,4612,0,48,1,1,2015
0,0,0,1012,0,33,1,31,2015
0,0,0,136,0,0,1,2,2015
0,1,0,468,1,65,1,3,2015
0,0,1,18171,0,23,0,0,2015
0,0,0,404,0,39,1,5,2015
0,2,0,108,0,0,1,1,2015
0,0,0,11072,0,0,1,1,2015
1,1,0,8348,0,40,2,2,2015
0,0,0,420,0,161,1,2,2015
0,0,0,144,0,38,1,13,2015
0,0,0,520,0,0,1,44,2015
0,0,0,132,0,67,2,4,2015
0,0,0,164,1,527,1,7,2015
1,5,1,144,0,2101,2,6,2015
0,0,0,8744,0,0,1,4,2015
0,1,1,25981,1,28,3,82,2015
0,1,0,304,0,0,6,16,2015
1,1,2,51,1,707,2,44,2015
0,0,0,144,0,28,1,3,2015
3,2,0,20,0,170,1,2,2015
0,1,0,126,1,366,1,3,2015
0,0,1,783,0,761,2,4,2015
1,1,0,21156,0,39,1,2,2015
1,0,0,1704,0,1581,3,63,2015
0,1,0,616,1,60,4,23,2015
0,0,0,1075,0,0,1,4,2015
0,0,0,312,0,0,1,2,2015
0,0,0,260,0,49,1,37,2015
0,3,0,40584,0,961,1,10,2015
7,1,0,100312,1,2254,1,8,2015
0,3,0,56736,0,162,1,3,2015
0,0,0,140,0,288,1,4,2015
0,0,0,4156,0,11,1,4,2015
0,1,0,11519,0,191,1,4,2015
0,0,0,16184,0,0,1,4,2015
1,0,0,1452,0,0,1,2,2015
0,0,0,4137,0,1852,1,21,2015
0,0,0,737,0,43,1,8,2015
0,0,1,2452,0,0,1,1,2015
0,0,0,168,0,0,0,0,2015
1,0,0,4815,0,0,2,26,2015
0,0,1,228,0,1134,1,10,2015
0,0,0,196,0,417,0,0,2015
0,0,1,21628,0,-1,0,0,2015
0,0,0,74624,0,0,1,2,2015
0,0,0,9340,0,0,1,1,2015
0,0,1,2456,0,0,3,88,2015
1,0,0,182,0,0,1,22,2015
0,0,0,26728,0,0,1,13,2015
0,0,0,104,0,0,1,1,2015
0,0,0,290,0,0,1,13,2015
0,0,0,208,0,0,2,28,2015
0,0,0,5356,0,126,1,19,2015
0,0,0,21360,0,0,1,8,2015
1,0,0,21046,0,37,2,11,2015
1,0,0,339,0,40,1,20,2015
0,0,0,9264,1,44,2,4,2015
0,0,0,172,0,47,1,8,2015
0,0,0,1660,0,0,0,0,2015
0,0,0,706,0,0,1,4,2015
1,1,0,1472,0,52,1,2,2015
0,0,0,5080,0,2051,1,12,2015
0,0,0,5464,0,155,1,2,2015
1,0,0,411,0,0,1,5,2015
0,1,0,3484,1,218,1,48,2015
0,0,0,760,1,94,3,30,2015
0,0,0,312,0,0,1,2,2015
1,0,0,1728,0,681,1,6,2015
0,0,1,172,0,62,1,1,2015
0,0,1,2304,0,53,2,23,2015
0,1,0,160,0,0,3,16,2015
1,0,0,31282,0,50,4,18,2015
0,0,1,23665,1,663,1,28,2015
0,0,0,168,0,58,1,4,2015
0,0,0,1824,0,56,1,1,2015
0,0,0,236,0,9208,1,1,2015
0,1,0,5748,1,67,1,3,2015
0,0,0,164,0,0,1,1,2015
0,0,0,748,0,478,1,14,2015
0,0,1,3900,0,141,2,59,2015
1,0,0,220,0,1666,0,0,2015
0,0,0,452,0,551,1,3,2015
0,0,0,136,0,2136,1,6,2015
1,1,0,217,0,56,4,14,2015
0,0,0,220,0,0,1,3,2015
0,0,0,6664,0,0,1,6,2015
0,0,0,296,0,2051,1,2,2015
0,0,0,2499,0,0,1,12,2015
0,0,0,4748,0,0,1,15,2015
0,0,0,420,0,0,1,2,2015
0,0,0,684,0,0,1,5,2015
0,0,0,116,0,478,1,1,2015
0,0,0,4208,0,68,1,4,2015
1,1,0,1712,0,0,1,10,2015
0,0,0,21588,0,839,1,115,2015
0,0,0,18496,0,49,2,6,2015
0,0,0,1052,0,0,1,1,2015
0,0,0,1008,1,75,3,30,2015
0,1,0,164,0,0,1,9,2015
0,0,0,124,0,965,0,0,2015
0,0,0,3084,0,226,1,1,2015
0,0,0,704,0,0,1,2,2015
1,1,0,27,0,2283,1,52,2015
0,0,0,31592,0,0,1,1,2015
1,0,0,84,0,3365,1,10,2015
1,0,0,227,0,5532,1,19,2015
0,0,2,196,0,56,1,1,2015
1,4,1,284,0,1328,1,1,2015
2,0,0,186,0,0,1,1,2015
0,0,0,1487,0,1408,1,43,2015
0,0,0,9500,0,1333,1,29,2015
0,0,0,17168,0,2391,1,30,2015
0,0,0,104,0,0,1,2,2015
0,0,0,7544,0,36,1,1,2015
0,0,0,900,0,9,1,1,2015
0,0,0,180,0,712,1,3,2015
1,1,2,1289,0,2748,1,45,2015
1,1,0,11124,0,83,1,54,2015
0,1,0,2488,0,0,1,16,2015
0,0,0,576,0,33,4,29,2015
0,0,0,992,0,0,1,119,2015
0,0,0,7501,1,14,1,12,2015
0,0,0,54144,0,281,1,4,2015
0,0,0,3684,0,0,2,21,2015
1,0,0,2648,0,0,6,225,2015
0,0,0,152,0,131,1,4,2015
0,0,0,120,0,56,1,3,2015
0,0,0,4800,1,60,1,36,2015
1,0,0,596,0,66,4,104,2015
0,1,0,1580,0,136,2,13,2015
0,0,0,324,0,44,1,1,2015
0,0,0,144,0,0,1,4,2015
0,0,0,184,0,0,0,0,2015
0,0,0,24616,0,0,1,8,2015
0,0,0,496,0,0,1,1,2015
0,0,0,140,0,466,1,2,2015
0,0,0,168,0,68,1,4,2015
1,0,0,192,0,0,1,3,2015
0,0,1,61,0,598,1,2,2015
0,2,4,740,0,2595,1,5,2015
0,2,1,8252,0,3023,2,3,2015
0,2,6,2522,1,1940,1,28,2015
0,0,0,240,0,0,1,5,2015
1,0,0,804,0,57,1,17,2015
0,0,0,320,0,59,1,66,2015
0,1,0,25220,0,0,1,4,2015
0,0,0,7876,0,0,4,46,2015
0,0,0,16920,0,0,0,0,2015
0,0,0,10972,0,0,0,0,2015
0,0,0,1468,0,0,1,1,2015
0,0,0,292,0,0,2,24,2015
0,0,0,11600,1,1561,0,0,2015
0,0,0,164,0,609,1,9,2015
0,0,0,596,0,1254,1,12,2015
0,0,0,808,0,740,1,4,2015
0,0,0,120,0,0,1,1,2015
0,0,0,944,0,540,1,131,2015
0,0,0,344,0,64,1,4,2015
0,0,0,152,0,0,1,1,2015
0,0,0,116,0,0,1,2,2015
1,0,0,4388,1,129,0,0,2015
2,0,0,144,0,2309,1,3,2015
0,0,0,128,0,79,1,1,2015
1,0,0,644,0,0,0,0,2015
0,0,0,464,0,0,0,0,2015
1,0,0,85,0,0,1,45,2015
0,1,0,15688,0,98,1,2,2015
0,0,0,124,0,68,1,7,2015
0,0,10,592,0,0,0,0,2015
0,0,0,1148,0,0,1,34,2015
0,0,0,17464,0,0,1,2,2015
0,0,0,140,0,263,1,5,2015
0,1,0,641,0,146,1,1,2015
0,0,0,136,0,0,0,0,2015
0,0,4,1840,0,0,0,0,2015
0,0,0,244,0,0,2,29,2015
0,0,0,128,0,78,1,2,2015
0,0,0,120464,0,0,1,29,2015
0,0,0,34984,0,0,1,18,2015
1,0,0,1013,0,29,1,4,2015
0,0,0,396,0,0,0,0,2015
0,0,0,4185,0,52,1,7,2015
1,0,0,752,0,2008,1,36,2015
0,0,0,588,0,503,1,2,2015
0,3,0,13,0,1309,2,18,2015
0,2,0,528,0,0,1,107,2015
0,0,0,136,0,87,1,2,2015
0,1,0,524,0,112,1,44,2015
0,0,0,36988,0,0,0,0,2015
0,0,0,132,0,864,1,3,2015
0,0,0,117,0,406,0,0,2015
0,0,0,128,0,576,1,2,2015
0,0,0,116,0,0,1,1,2015
0,0,0,136,0,139,1,5,2015
100,4,0,2053,1,1234,28,327,2015
0,0,0,244,0,0,0,0,2015
0,0,0,776,0,0,2,12,2015
0,0,0,128,0,751,1,2,2015
1,0,0,11604,0,0,0,0,2015
0,0,0,196,0,102,1,1,2015
0,0,0,272,0,0,1,1,2015
4,2,0,169,0,4382,1,14,2015
0,0,0,667,0,174,7,119,2015
1,0,0,54139,0,107,2,9,2015
0,1,0,16048,0,748,1,67,2015
0,0,0,232,0,329,1,2,2015
0,0,0,28634,0,2763,4,53,2015
0,0,0,136,0,22,1,4,2015
0,0,0,3988,0,0,1,2,2015
0,0,0,2944,0,276,1,7,2015
0,0,0,512,0,478,1,12,2015
0,0,0,116,0,0,1,1,2015
0,0,0,1400,0,528,1,5,2015
0,1,0,18135,1,2832,2,8,2015
0,0,0,31640,0,118,1,13,2015
0,0,0,248,0,0,1,21,2015
0,0,0,120,0,0,1,1,2015
0,0,0,4512,0,0,1,2,2015
1,0,0,200,0,632,1,5,2015
0,0,0,5484,0,78,1,2,2015
0,0,0,756,1,1265,3,63,2015
0,0,0,19136,0,1229,1,24,2015
0,0,0,1002,0,0,0,0,2015
1,0,0,348,0,0,1,2,2015
0,0,0,852,0,0,0,0,2015
1,1,0,29048,0,0,0,0,2015
0,0,0,18449,0,1704,1,4,2015
0,0,0,212,0,0,1,5,2015
0,0,0,26,1,947,1,16,2015
0,1,0,1004,0,0,0,0,2015
0,0,0,5528,0,0,0,0,2015
0,0,0,128,0,86,2,2,2015
0,0,0,12166,0,0,1,4,2015
0,1,0,4972,0,74,6,298,2015
0,0,0,568,0,3045,1,72,2015
0,0,0,7,0,0,1,8,2015
0,0,0,2857,0,100,1,23,2015
0,0,0,15612,1,134,5,153,2015
0,0,11,28924,0,752,1,25,2015
0,0,0,2828,0,909,1,6,2015
0,0,0,5104,0,97,1,2,2015
0,0,0,4704,0,103,1,3,2015
0,0,0,124,0,270,1,4,2015
0,0,0,184,0,114,1,2,2015
0,0,0,1656,0,0,1,1,2015
0,1,0,164,0,40,3,37,2015
0,0,0,192,0,2137,1,14,2015
0,0,0,132,0,353,1,2,2015
0,0,0,30,0,0,1,76,2015
0,1,0,10,1,241,1,7,2015
1,0,11,436,0,1326,3,42,2015
0,0,0,152,0,706,1,3,2015
0,0,0,144,0,430,1,3,2015
0,0,0,42768,0,163,1,2,2015
0,0,0,4072,0,122,1,3,2015
0,0,0,22536,0,0,1,2,2015
0,0,0,15211,0,767,1,10,2015
0,0,0,9436,0,16494,1,10,2015
0,0,0,20115,1,224,1,55,2015
0,0,0,26984,0,602,1,125,2015
0,0,0,300,0,1320,1,3,2015
0,1,0,408,0,180,1,52,2015
0,0,0,268,0,318,0,0,2015
0,0,0,1788,0,0,1,19,2015
0,0,0,732,0,158,2,63,2015
0,1,0,4628,0,0,1,21,2015
0,0,0,26736,0,0,1,18,2015
0,0,0,52012,0,478,1,47,2015
0,0,0,152,0,136,1,1,2015
0,1,0,4040,0,0,1,1,2015
2,0,0,1714,0,0,0,0,2015
0,0,0,3672,1,210,1,3,2015
0,0,0,6280,0,0,1,1,2015
0,2,2,5941,0,68,1,2,2015
0,2,0,10332,0,409,1,37,2015
1,1,0,49356,0,2047,1,34,2015
0,0,0,2864,0,0,1,1,2015
0,0,0,3128,0,0,0,0,2015
0,0,0,132,0,256,1,2,2015
0,0,0,18,0,9080,1,5,2015
0,0,1,21380,0,2305,2,31,2015
0,1,0,228,1,266,3,7,2015
1,0,0,48460,0,2141,1,63,2015
10,7,1,9028,0,696,3,100,2015
6,10,0,6258,0,2018,3,154,2015
33,30,6,17748,0,4782,2,2335,2015
6,3,0,363,0,353,2,185,2015
5,9,7,47895,1,6026,2,32,2015
10,12,6,2198,1,5866,1,45,2015
4,19,2,488,0,1835,2,33,2015
5,11,0,1975,0,1388,2,20,2015
25,8,2,10927,1,666,15,762,2015
5,0,2,499,1,858,2,72,2015
2,5,4,30646,0,380,2,23,2015
6,12,0,284,0,4789,1,15,2015
5,3,0,33113,0,811,1,17,2015
6,3,43,5535,1,4476,5,600,2015
5,12,14,6074,1,6124,6,277,2015
2,5,1,3441,1,209,2,5,2015
3,10,2,716064,1,664,1,6,2015
4,0,0,9041,0,0,2,7,2015
4,0,0,748,0,20,1,1,2015
2,3,0,843,1,348,3,16,2015
9,14,8,29,1,5590,2,18,2015
3,2,0,3247,0,1527,2,9,2015
4,0,2,8720,0,1512,11,1278,2015
6,2,0,19966,0,2208,1,9,2015
3,3,0,37,1,6716,1,11,2015
2,4,0,301,1,2576,1,6,2015
3,3,10,805358,0,490,8,2752,2015
2,1,1,25704,1,35,114,3722,2015
3,0,1,459,0,380,2,10,2015
0,0,0,112,0,15,0,0,2015
2,2,0,19364,0,64,1,2,2015
2,0,0,3480,0,197,2,9,2015
1,4,1,152,0,816,2,2,2015
0,3,0,2256,0,1070,1,37,2015
0,0,0,84,0,124,1,1,2015
0,1,0,268,0,1045,1,34,2015
2,0,0,75608,0,57,1,12,2015
2,0,0,5184,0,0,0,0,2015
0,0,0,120,0,0,1,1,2015
0,6,9,520,0,307,1,24,2015
2,0,0,1316,0,1928,1,2,2015
1,4,6,224,0,464,1,39,2015
0,0,0,2716,0,1221,1,1,2015
0,0,0,140,0,0,0,0,2015
1,0,0,1636,0,0,2,8,2015
1,1,0,13652,0,0,0,0,2015
1,3,0,160,0,84,1,4,2015
0,0,0,204,0,399,0,0,2015
0,4,34,1308,1,2473,9,731,2015
0,3,0,1761,0,7844,3,7,2015
1,0,0,224,0,0,1,5,2015
0,6,0,172,0,295,2,16,2015
0,0,0,94,0,0,1,1,2015
0,2,3,16359,1,4075,1,34,2015
0,0,0,92888,0,21,3,29,2015
3,0,0,130,1,732,2,14,2015
0,0,0,5148,0,0,1,2,2015
1,3,0,162,1,5994,2,25,2015
2,0,0,7872,0,91,2,14,2015
0,0,0,116,1,0,1,2,2015
0,0,0,112,0,0,1,1,2015
0,1,0,368,1,0,1,34,2015
1,0,0,7452,0,344,1,12,2015
0,2,0,152,1,102,1,4,2015
0,0,0,9588,0,0,1,5,2015
0,0,0,29400,0,0,1,31,2015
0,0,0,8540,0,41,1,51,2015
0,0,0,10753,0,634,1,38,2015
0,0,0,516,0,5218,2,8,2015
0,1,0,16988,0,0,1,2,2015
0,0,0,108,0,0,1,2,2015
0,0,0,8400,0,0,1,10,2015
0,0,0,14971,0,0,1,2,2015
1,1,0,38492,0,0,3,97,2015
2,0,0,3698,0,1346,1,22,2015
0,0,0,250,0,8,1,4,2015
0,0,0,21308,0,374,1,94,2015
0,0,0,7248,0,23,1,26,2015
0,0,1,682,0,54,1,41,2015
3,1,0,1364,1,108,0,0,2015
0,0,0,244,0,0,0,0,2015
0,0,0,332,0,47,1,3,2015
1,0,0,480,0,67,2,4,2015
0,0,0,2112,0,577,1,15,2015
0,0,0,45144,1,35,2,3,2015
0,0,0,4116,0,29,0,0,2015
0,0,0,9521,0,377,1,2,2015
0,0,0,37120,0,2011,3,45,2015
2,1,1,95929,0,235,2,58,2015
0,0,0,584,0,0,2,26,2015
1,0,0,2768,0,1388,1,9,2015
0,0,0,7354,0,298,1,3,2015
0,1,0,1912,0,0,0,0,2015
0,0,0,136,0,36,1,3,2015
0,0,1,9348,1,0,1,2,2015
0,0,1,15,1,685,1,21,2015
0,2,0,1504,0,0,1,1,2015
0,0,0,736,0,50,0,0,2015
0,0,0,1668,1,2214,3,211,2015
0,0,4,25,0,61,1,14,2015
1,0,2,168,0,39,1,3,2015
0,1,0,27216,0,327,1,2,2015
0,0,0,28544,0,0,2,11,2015
0,0,0,152,0,0,1,2,2015
0,0,0,2720,0,1052,1,3,2015
1,0,0,1564,0,0,1,1,2015
0,0,0,149,0,151,2,7,2015
0,0,0,1020,0,61,1,3,2015
1,0,0,136,1,0,1,1,2015
0,0,0,1068,0,176,0,0,2015
1,0,0,13945,0,74,1,2,2015
0,0,0,172,1,175,1,4,2015
0,7,2,7027,1,3374,5,280,2015
0,0,0,124,1,278,1,4,2015
0,0,0,136,0,79,1,2,2015
0,0,0,152,1,54,1,4,2015
0,0,0,6,0,963,0,0,2015
0,0,0,68410,0,0,1,78,2015
0,0,0,140,0,0,1,4,2015
0,0,0,1668,0,0,1,7,2015
0,1,0,520,1,11,1,2,2015
0,0,0,26924,0,0,6,76,2015
0,0,0,2403,0,52,1,4,2015
0,0,0,2776,0,2051,2,5,2015
0,0,0,1460,1,18044,1,7,2015
0,0,3,4976,0,485,1,4,2015
0,0,0,12756,0,0,1,2,2015
0,0,0,300,0,0,1,1,2015
0,0,0,29222,0,0,1,7,2015
0,0,0,18056,0,74,1,5,2015
0,0,0,864,0,0,1,2,2015
0,0,0,49092,0,0,1,3,2015
0,0,0,184,0,72,1,1,2015
0,0,0,276,0,2096,1,35,2015
0,0,0,4550,0,1592,1,47,2015
0,0,0,29,0,1648,1,10,2015
0,0,0,15984,0,0,1,5,2015
1,0,2,2100,0,717,2,42,2015
0,0,0,140,0,0,1,3,2015
1,1,1,372,0,716,1,4,2015
0,1,0,9,0,247,1,11,2015
0,0,0,172,0,1384,1,1,2015
0,0,0,344,0,77,1,11,2015
1,1,0,54,0,161,4,34,2015
1,0,0,144,0,128,1,5,2015
0,0,0,13576,0,0,0,0,2015
0,0,0,30,0,0,1,10,2015
1,0,0,8,0,1079,1,3,2015
0,0,0,120,0,128,1,1,2015
1,0,0,164,0,2469,2,17,2015
0,0,0,5276,0,53,1,6,2015
0,0,0,120,0,128,1,1,2015
0,0,0,11568,0,0,0,0,2015
0,0,0,1052,0,0,1,4,2015
0,2,0,2168,0,490,1,12,2015
0,0,0,7,0,1293,1,13,2015
1,1,0,10780,0,533,3,35,2015
0,0,0,224,0,478,1,27,2015
0,0,0,7160,0,15,4,26,2015
0,0,0,152,1,113,1,6,2015
0,0,0,284,0,0,1,1,2015
1,0,0,133,0,99,1,15,2015
0,0,0,1248,0,22,1,4,2015
0,1,1,6332,0,91,3,38,2015
0,0,0,180,0,2199,1,20,2015
0,0,0,5500,0,1653,2,51,2015
0,0,0,140,0,89,1,18,2015
0,0,0,1956,0,5993,1,3,2015
0,0,0,632,0,0,2,32,2015
0,0,0,592,0,77,2,2,2015
0,0,0,292,1,65,3,45,2015
0,0,0,19396,0,82,1,6,2015
0,1,0,25752,0,1912,1,1,2015
0,0,0,6816,0,810,1,6,2015
0,0,0,804,0,0,1,6,2015
0,0,0,132,0,0,0,0,2015
0,0,10,592,0,0,0,0,2015
0,0,0,10108,0,2672,0,0,2015
0,0,7,2880,0,478,1,45,2015
0,0,0,10961,0,149,1,169,2015
0,0,0,18,0,680,1,2,2015
0,0,0,5128,0,17,1,2,2015
0,0,0,116,0,0,1,2,2015
0,0,0,18,0,226,2,27,2015
0,0,0,73,0,62,1,10,2015
0,0,0,300,0,0,1,4,2015
0,0,1,120,0,0,1,5,2015
0,0,0,440,0,2035,2,22,2015
1,0,0,1583,0,398,1,2,2015
1,0,0,36996,0,0,3,17,2015
0,0,0,984,0,228,1,9,2015
0,0,0,100,0,2554,0,0,2015
0,0,0,1268,0,204,2,2,2015
0,1,0,24231,0,0,4,116,2015
1,2,3,4136,1,6989,3,283,2015
0,0,0,295,0,740,1,2,2015
0,0,0,628,0,3087,1,1,2015
0,0,0,1800,0,1345,1,8,2015
0,0,0,136,0,235,1,1,2015
0,0,0,24500,0,0,1,10,2015
1,0,0,11608,0,0,1,42,2015
0,1,0,380,0,112,1,18,2015
0,0,0,52852,0,120,1,4,2015
0,0,0,812,0,0,1,1,2015
0,0,0,1972,0,506,1,1,2015
0,0,0,2932,0,126,1,6,2015
0,0,0,200,1,75,1,7,2015
0,0,0,5432,0,549,1,37,2015
0,1,0,1288,0,0,0,0,2015
1,0,0,14533,0,139,1,5,2015
0,0,1,21804,0,0,2,29,2015
0,0,0,33,0,1100,1,6,2015
0,1,0,192,0,1144,1,2,2015
0,0,0,148,0,119,1,1,2015
0,0,0,196220,0,14958,1,10,2015
0,0,0,1312,0,0,1,2,2015
0,0,0,4904,0,0,2,156,2015
2,2,0,8907,1,273,1,1,2015
0,0,0,3488,0,574,1,8,2015
0,0,0,3200,0,2520,0,0,2015
0,0,0,1456,0,856,1,34,2015
0,0,0,20132,0,575,1,2,2015
0,0,0,2280,0,0,1,1,2015
0,0,0,31300,0,628,1,69,2015
0,1,0,152,0,145,1,7,2015
0,1,0,8768,0,136,0,0,2015
0,0,0,26,1,431,2,16,2015
0,0,0,756,0,0,1,2,2015
1,1,0,957,0,308,1,16,2015
0,1,0,156,0,0,0,0,2015
0,0,0,144,0,1025,1,5,2015
0,0,0,19436,0,1025,1,18,2015
0,0,0,2525,0,20,1,36,2015
0,2,0,328,0,6587,1,4,2015
0,0,0,1960,0,18,1,2,2015
0,0,0,147852,0,416,2,3,2015
2,0,0,14282,0,757,1,25,2015
2,0,0,125,0,288,1,6,2015
0,2,0,19784,0,991,1,10,2015
0,0,0,148,1,32,2,9,2015
0,0,0,216,0,828,1,79,2015
0,0,0,60,0,201,1,11,2015
0,1,0,3972,0,828,1,3,2015
0,0,0,7,0,655,1,5,2015
1,0,0,224,0,3734,1,4,2015
0,0,0,140,0,124,1,2,2015
0,0,0,1342,0,0,1,641,2015
0,0,0,656,0,185,1,4,2015
1,0,0,5600,0,229,1,3,2015
0,0,0,216,0,156,1,20,2015
0,0,0,452,0,1331,1,29,2015
0,0,0,19,1,0,0,0,2015
0,0,0,108,1,0,0,0,2015
0,0,0,12956,0,0,1,2,2015
0,2,0,2016,0,0,1,2,2015
0,0,0,372,0,0,1,1,2015
0,0,0,47536,0,21,1,2,2015
0,0,0,95,0,18,1,4,2015
0,0,0,184,0,1101,1,6,2015
0,0,0,276,0,1991,5,64,2015
0,0,0,132,0,0,1,8,2015
0,0,0,9400,0,380,1,3,2015
0,0,0,3644,1,204,2,114,2015
0,0,0,160,0,236,1,14,2015
0,0,0,13844,0,0,1,1,2015
0,0,0,968,0,189,1,12,2015
0,0,0,740,0,563,1,17,2015
0,0,0,168,0,313,1,2,2015
0,0,0,4088,0,0,1,1,2015
1,0,0,30012,0,0,1,24,2015
0,0,0,11556,0,261,1,4,2015
2,0,0,5308,0,428,1,3,2015
0,0,0,1944,0,159,0,0,2015
0,0,0,271,1,1695,1,8,2015
0,1,0,2308,0,269,2,33,2015
0,0,4,2356,0,264,1,6,2015
0,1,0,39988,0,2939,1,24,2015
0,0,0,1296,0,331,1,33,2015
0,0,0,7645,0,1270,1,4,2015
0,0,0,10868,0,432,1,1,2015
