forks,stargazers_count,open_issues,size,owner_type,readme_size,num_contrib,commits,year
0,0,0,6019,0,13,1,6,2018
0,0,0,208,0,3812,1,60,2018
0,0,0,4,0,165,2,13,2018
0,0,0,3375,0,10,1,9,2018
0,0,0,9,0,0,0,0,2018
0,0,0,265,0,0,1,1,2018
1,0,2,272,1,2461,1,31,2018
0,0,0,1615,0,0,0,0,2018
1,0,0,10,1,2725,1,5,2018
0,0,0,879,0,501,1,1,2018
0,3,0,894,0,1643,2,7,2018
0,0,0,1391,0,2172,1,6,2018
0,0,0,37,0,64,1,11,2018
0,0,0,125,0,122,1,2,2018
0,1,0,31732,0,1103,1,23,2018
0,0,0,2310,0,112,2,111,2018
0,0,0,232,0,290,1,2,2018
0,0,0,3529,0,901,1,20,2018
0,0,0,531,0,2906,2,4,2018
0,1,0,162,0,238,1,12,2018
2,0,0,14061,0,1732,1,20,2018
0,0,0,7,0,24,1,2,2018
1,0,0,30,0,5668,2,13,2018
0,0,0,84357,0,0,3,9,2018
0,0,0,17,0,24,1,7,2018
0,0,0,6,0,12,1,4,2018
0,0,0,669,0,0,1,3,2018
0,1,1,2,0,0,1,2,2018
0,0,0,43,0,676,1,3,2018
0,0,0,9983,0,671,1,14,2018
0,0,0,5500,0,0,1,2,2018
0,0,0,4859,0,0,1,1,2018
0,0,0,354,0,548,1,15,2018
1,1,0,91,0,642,1,2,2018
0,0,0,7606,0,6,0,0,2018
0,0,0,69,0,211,1,2,2018
0,0,0,54,0,193,1,3,2018
0,0,0,1483,0,6286,1,4,2018
0,0,0,24,0,120,0,0,2018
0,0,0,140,0,402,2,3,2018
0,0,0,262,0,255,1,2,2018
0,0,0,6335,0,813,1,5,2018
0,0,0,10314,0,0,1,1,2018
0,0,0,2,0,21,1,2,2018
0,0,0,563,0,1637,1,44,2018
0,0,0,517,0,111,1,1,2018
1,0,0,952,0,2129,2,33,2018
0,0,0,4,0,0,1,2,2018
0,0,0,99,0,5815,1,30,2018
0,0,0,13385,0,0,2,58,2018
0,0,0,765,0,4825,2,12,2018
0,0,0,86,0,2080,1,11,2018
0,1,0,4,0,102,1,5,2018
0,0,0,22,0,9,1,2,2018
0,0,0,46826,0,2375,1,17,2018
0,1,0,7041,0,1308,1,18,2018
0,0,0,344,0,335,1,5,2018
0,0,0,741,0,9208,1,1,2018
0,3,0,176889,0,1229,4,314,2018
0,0,0,14182,0,209,1,4,2018
0,0,0,2,0,143,1,2,2018
0,0,0,1393,0,1190,1,8,2018
0,0,0,28,0,61,1,5,2018
0,0,0,66,0,111,1,15,2018
0,0,0,925,0,257,0,0,2018
2,0,0,73207,0,229,1,1,2018
0,0,0,1362,0,44,1,12,2018
0,0,0,1,0,11,1,1,2018
0,0,0,32770,0,122,2,2,2018
0,0,0,7655,0,2906,2,69,2018
0,0,0,826,0,593,1,48,2018
0,0,0,2,0,310,1,4,2018
0,0,0,16,0,116,1,19,2018
0,0,0,120,0,1990,1,15,2018
0,0,0,1701,0,0,1,1,2018
0,0,0,1678,0,1162,1,11,2018
0,0,0,6,0,135,1,5,2018
0,0,0,1471,0,34,1,2,2018
0,0,0,39182,0,0,4,73,2018
0,1,1,88,0,742,1,6,2018
0,0,0,2549,0,282,1,9,2018
0,0,0,20,0,102,1,3,2018
0,0,0,438,0,2976,1,30,2018
1,0,0,344,0,0,1,15,2018
0,0,0,39,0,565,3,3,2018
0,0,5,3507,0,812,1,83,2018
0,0,0,166,0,0,0,0,2018
0,0,0,16,0,0,1,5,2018
0,0,0,9,0,0,1,1,2018
0,0,0,16,0,0,1,2,2018
0,0,0,33,0,4720,1,49,2018
0,0,0,18,0,17,1,1,2018
0,0,0,49608,0,2172,1,30,2018
0,0,0,449,0,331,1,4,2018
0,0,0,75950,0,4575,5,59,2018
0,0,0,10033,0,287,1,16,2018
0,0,0,1221,0,0,1,1,2018
2,0,0,24520,0,101,1,12,2018
0,0,0,17658,0,1477,1,46,2018
0,0,0,14149,0,113,1,3,2018
0,0,0,1856,0,0,1,2,2018
0,1,0,6215,0,96,1,16,2018
0,0,0,11143,0,0,1,4,2018
0,0,0,21,0,1098,1,37,2018
0,0,0,138,0,4725,1,20,2018
0,0,0,649,0,460,1,4,2018
0,0,0,938,0,469,1,9,2018
0,0,0,46,0,316,1,20,2018
0,0,0,6660,0,268,1,1,2018
0,0,0,418,0,0,1,2,2018
0,0,0,8777,0,359,1,38,2018
0,0,0,2363,0,0,1,44,2018
0,0,0,26675,0,1312,1,47,2018
0,1,0,16,0,1135,1,3,2018
0,0,0,3204,0,969,1,8,2018
0,0,0,805,0,504,1,7,2018
0,0,0,1509,0,129,1,2,2018
0,0,0,5102,0,0,1,42,2018
0,0,0,9435,0,0,1,2,2018
0,0,10,8623,0,3711,1,42,2018
0,0,0,18394,0,69,1,19,2018
0,0,0,875,0,4073,1,5,2018
0,0,0,154,0,256,1,130,2018
0,0,0,36077,0,950,2,10,2018
0,0,0,121,0,3512,1,30,2018
0,0,0,11,0,247,1,2,2018
1,0,0,2688,1,694,1,10,2018
0,0,0,421,0,128,2,10,2018
0,0,0,103,0,2693,1,11,2018
0,0,0,3422,0,0,1,9,2018
0,0,0,6381,0,828,1,3,2018
0,0,0,40,0,0,4,28,2018
0,0,0,1887,0,1601,1,17,2018
0,0,0,152,0,226,1,1,2018
0,1,0,35,0,133,1,2,2018
0,0,0,1886,0,123,1,2,2018
0,0,0,7,0,153,1,2,2018
0,0,0,22,0,375,1,5,2018
0,0,0,5,0,169,1,2,2018
0,0,0,723,0,125,1,19,2018
0,0,0,41,0,11,1,2,2018
0,0,0,155,0,0,1,41,2018
0,0,0,148,0,1203,1,4,2018
0,0,0,6,1,131,1,7,2018
0,0,0,15,0,9254,1,1,2018
0,1,0,4768,0,1875,1,5,2018
1,0,0,8877,0,229,1,43,2018
0,0,0,199,0,135,1,5,2018
0,0,0,199,0,0,1,1,2018
0,0,0,6,0,139,1,4,2018
0,0,0,3,0,0,0,0,2018
0,0,0,122,0,1987,1,2,2018
0,0,0,184258,0,6406,1,13,2018
0,0,0,33273,0,5311,1,3,2018
0,0,0,19,0,0,1,2,2018
1,1,0,406,0,319,1,4,2018
0,0,0,4362,0,0,1,1,2018
0,0,0,19550,0,3500,1,78,2018
0,0,52,5581,0,202,6,117,2018
0,1,0,5667,1,354,1,55,2018
0,0,0,30,0,932,2,7,2018
0,0,0,110,0,0,0,0,2018
0,0,0,818,0,0,1,2,2018
0,0,0,13,0,171,1,10,2018
0,0,0,36698,0,530,1,10,2018
0,0,0,28,0,795,1,18,2018
1,0,0,21,0,1179,1,5,2018
0,0,0,17,0,181,1,1,2018
0,0,0,2110,0,1621,0,0,2018
1,0,0,16564,0,2091,1,3,2018
0,0,0,27,0,241,2,9,2018
0,0,0,2492,0,1901,1,3,2018
0,2,0,2681,0,1619,1,22,2018
0,0,0,8109,0,194,1,8,2018
0,0,0,12,0,782,1,3,2018
0,0,0,2,0,158,1,2,2018
0,0,0,3158,0,340,1,10,2018
0,0,0,2873,0,482,1,13,2018
0,0,0,1040,0,0,3,53,2018
0,0,0,39850,0,1536,1,9,2018
0,0,0,8,0,0,1,6,2018
1,1,0,17156,0,3314,2,31,2018
0,0,0,6863,0,0,1,2,2018
0,0,0,223,0,0,0,0,2018
0,0,0,264,0,20006,1,3,2018
0,0,0,6423,0,261,1,6,2018
0,0,0,4,0,0,1,2,2018
2,0,0,7937,0,1795,4,55,2018
0,0,0,275,1,3912,1,19,2018
0,0,0,29,0,904,1,3,2018
0,0,0,12305,0,563,1,1,2018
0,0,0,179,0,196,2,4,2018
0,0,0,4786,0,3723,1,8,2018
0,0,0,706,0,231,1,22,2018
1,0,0,8,0,335,1,2,2018
0,2,0,15442,0,1736,3,33,2018
0,0,0,8233,0,645,1,3,2018
0,0,0,673,0,305,1,2,2018
0,0,0,45919,0,3658,1,5,2018
0,0,0,12175,1,5384,1,7,2018
0,0,0,5390,0,460,1,4,2018
0,0,0,2564,0,576,1,4,2018
0,0,0,47,0,449,1,29,2018
0,0,0,29350,0,817,1,5,2018
0,0,0,7877,0,836,1,2,2018
0,0,0,3,0,1867,1,2,2018
1,1,0,801,0,1867,1,2,2018
3,0,0,1858,0,12,1,3,2018
3,1,0,33,0,16153,1,6,2018
4,3,0,112,0,0,5,35,2018
4,0,2,155,1,557,8,82,2018
3,9,0,1216,0,8758,1,69,2018
0,0,0,2170,0,3550,1,7,2018
0,4,0,25947,0,362,1,38,2018
2,5,0,577,0,495,5,50,2018
0,0,0,16572,0,0,1,2,2018
2,4,12,68226,1,3077,4,117,2018
0,0,0,71,0,0,1,11,2018
3,2,10,577,1,1028,3,183,2018
2,0,0,617,0,131,1,2,2018
3,0,0,229,0,2606,5,44,2018
4,0,3,7341,1,455,4,47,2018
2,2,0,514,0,78,5,232,2018
5,15,0,835,0,4617,1,15,2018
0,1,0,9214,0,1251,1,34,2018
0,0,0,400,0,0,2,19,2018
0,0,0,1417,0,120,1,15,2018
0,0,0,159,0,0,1,1,2018
0,1,0,9821,0,0,4,120,2018
0,0,0,177,0,0,1,1,2018
1,4,0,6702,0,8598,4,239,2018
0,0,0,12006,0,0,1,34,2018
0,0,0,162,0,581,1,16,2018
3,2,0,110,0,2650,3,41,2018
2,0,1,41,1,1865,3,35,2018
3,2,0,10184,0,0,2,7,2018
0,0,0,31636,0,139,1,23,2018
0,3,1,157,0,14764,5,75,2018
0,4,0,350,0,672,1,113,2018
1,0,0,124,0,0,2,8,2018
0,0,0,15,0,2183,1,3,2018
1,0,0,38,0,15,1,1,2018
0,0,0,8,0,82,1,3,2018
0,0,0,53058,0,270,1,4,2018
0,0,0,5338,0,512,1,2,2018
0,0,0,6132,0,80,0,0,2018
0,1,0,785,0,0,2,5,2018
0,2,0,766,1,1459,1,13,2018
0,0,0,2611,0,0,1,8,2018
0,0,0,19562,0,1208,1,8,2018
0,0,0,170,0,215,1,1,2018
0,0,0,64,0,62,3,27,2018
0,2,9,1035,0,2137,2,33,2018
0,0,0,10,0,133,1,3,2018
0,0,0,208,0,108987,1,1,2018
0,0,0,631,0,0,1,1,2018
0,0,0,184,0,172,1,8,2018
0,0,0,91786,1,3016,1,13,2018
0,0,0,33,0,137,1,5,2018
0,0,0,1780,0,151,1,4,2018
1,1,0,1780,0,0,4,21,2018
0,0,0,13154,0,0,2,33,2018
0,0,0,121,0,56,1,2,2018
0,1,0,106,1,3258,1,2,2018
0,0,0,42282,0,0,1,4,2018
0,0,0,251,0,39,1,2,2018
0,0,0,3,0,36,1,2,2018
0,0,0,583,0,34,1,2,2018
0,0,0,39,0,374,1,5,2018
0,0,0,129,0,3019,1,4,2018
0,0,0,357,0,0,1,5,2018
0,3,0,2,0,652,1,3,2018
0,0,0,11773,0,0,2,7,2018
1,1,0,5130,0,5389,1,7,2018
0,0,0,1336,0,0,1,7,2018
0,0,0,29,0,374,1,1,2018
0,0,0,903,0,706,1,38,2018
0,0,0,11459,0,1734,1,1,2018
0,0,0,1328,0,0,2,14,2018
0,1,0,21517,0,17,5,152,2018
0,0,0,24,0,0,4,14,2018
0,0,0,455,0,0,1,1,2018
0,0,0,4178,0,0,2,58,2018
0,0,0,277,0,338,1,20,2018
0,0,0,14591,0,34,1,2,2018
0,0,0,5595,0,88,1,2,2018
0,0,0,10619,0,12296,93,934,2018
0,0,0,4408,0,43,1,5,2018
0,0,2,30,1,205,1,10,2018
0,0,0,61,0,546,1,12,2018
0,0,0,3,0,145,0,0,2018
0,0,0,287,0,9,0,0,2018
0,0,0,43027,0,0,1,6,2018
0,0,0,13,0,54,1,2,2018
0,0,0,8,0,139,1,2,2018
0,0,0,9,0,29,1,3,2018
0,0,0,606,0,39,1,2,2018
0,0,0,1605,0,0,1,1,2018
0,0,0,140,0,188,1,3,2018
0,0,0,332,0,233,1,107,2018
0,0,0,187238,0,0,0,0,2018
0,1,2,516,0,643,1,10,2018
0,0,0,51928,0,0,1,1,2018
0,0,0,6078,0,1727,1,6,2018
1,0,0,889,0,0,2,20,2018
0,0,0,5585,0,39,1,1,2018
0,0,0,30947,0,0,0,0,2018
0,0,0,471,0,1117,1,17,2018
0,0,0,3540,0,1262,1,6,2018
0,0,0,76916,0,1918,2,238,2018
0,0,0,2,0,0,1,4,2018
0,0,0,3494,1,28,1,2,2018
0,4,0,132,0,1213,1,4,2018
0,0,0,73,0,0,0,0,2018
0,0,0,668,0,0,1,26,2018
0,0,0,71572,0,498,1,10,2018
1,0,0,28,0,15,1,2,2018
0,0,0,150,0,0,1,12,2018
0,0,0,288,0,0,1,11,2018
0,0,0,26,0,311,0,0,2018
0,0,0,7966,0,178,2,3,2018
0,0,0,1222,1,1572,1,18,2018
0,0,0,27,0,0,1,105,2018
0,0,0,889,0,153,1,26,2018
0,0,0,431,0,48,0,0,2018
0,0,0,308,0,561,1,12,2018
0,0,0,1159,0,0,1,2,2018
0,0,1,7978,0,254,3,10,2018
0,0,0,38666,0,47,1,1,2018
0,0,0,268,0,211,6,74,2018
0,0,0,13633,0,7170,1,1,2018
1,0,0,1935,0,0,1,4,2018
0,0,0,288,0,0,0,0,2018
0,0,0,198,0,137,1,11,2018
0,0,0,1,0,0,1,1,2018
0,1,0,747,0,0,1,4,2018
0,0,0,28839,0,2909,1,5,2018
0,0,0,1657,0,0,1,26,2018
0,0,0,790608,0,5635,3,272,2018
0,0,0,6,0,284,1,5,2018
0,0,0,30,0,374,1,1,2018
0,0,1,249,0,98,1,3,2018
0,0,0,4057,0,0,1,2,2018
0,0,0,1656,0,631,1,34,2018
0,0,0,4552,0,0,1,7,2018
0,0,0,45769,0,55,1,6,2018
0,0,0,21,0,323,1,4,2018
0,2,0,158497,0,0,0,0,2018
0,1,0,31,1,69,1,10,2018
0,0,0,4,0,0,1,2,2018
0,3,0,385,0,3449,0,0,2018
0,0,0,12,0,133,1,1,2018
0,0,0,109,0,83,1,19,2018
0,1,0,29,0,7,1,1,2018
0,0,0,4007,0,65,1,4,2018
0,0,0,3337,0,811,1,12,2018
0,0,0,11,0,549,1,5,2018
0,0,0,5,0,4466,1,3,2018
0,0,0,15,0,2276,1,13,2018
0,0,0,8525,0,73,1,4,2018
0,0,0,12,0,0,1,15,2018
0,0,1,1446,0,0,1,2,2018
1,0,0,16208,0,176,2,21,2018
1,0,0,79,0,72,1,2,2018
0,0,1,7175,0,0,1,2,2018
0,0,0,894,0,0,0,0,2018
1,0,1,191,0,586,1,3,2018
0,0,0,68638,0,56,3,143,2018
1,1,0,238,0,7834,0,0,2018
0,0,0,260,0,1214,1,4,2018
0,0,0,79281,0,1774,2,7,2018
0,0,0,2,0,71,0,0,2018
0,0,0,239,0,329,1,6,2018
0,0,0,35,0,632,1,18,2018
0,0,0,170,0,148,1,4,2018
0,0,0,15056,0,820,3,29,2018
0,0,0,2,0,773,1,2,2018
0,0,0,7370,0,2951,1,15,2018
0,0,0,776,0,57,1,1,2018
0,0,0,4976,0,0,1,2,2018
1,0,0,20514,0,1211,2,8,2018
0,0,0,123,0,0,1,1,2018
0,1,0,227,0,889,1,5,2018
0,0,0,54,0,0,1,3,2018
0,0,0,42393,0,0,4,81,2018
0,0,0,11,0,1717,1,5,2018
0,0,0,135,0,0,1,1,2018
0,0,0,14008,0,730,3,17,2018
0,0,0,44162,0,1419,2,10,2018
0,0,0,780,0,0,1,2,2018
0,0,0,8234,0,0,4,40,2018
0,0,0,78,0,881,1,9,2018
2,1,2,5503,1,606,11,215,2018
0,0,0,288,0,0,1,4,2018
0,0,0,36911,0,0,1,66,2018
0,0,0,126,0,0,1,3,2018
0,0,0,10029,0,0,5,36,2018
0,5,0,24,1,831,3,12,2018
0,2,0,683,1,5328,2,32,2018
2,0,0,251274,0,511,3,100,2018
0,0,0,2535,0,264,1,2,2018
1,0,0,1058,0,421,1,3,2018
0,0,0,81,0,394,1,4,2018
0,0,0,372,0,428,1,16,2018
0,0,0,527,0,0,0,0,2018
0,0,0,4,0,0,1,3,2018
0,0,0,139,0,1027,2,54,2018
0,0,0,294,1,0,1,44,2018
0,0,0,5078,0,678,1,2,2018
0,0,0,16935,0,1598,1,11,2018
0,0,0,1040,0,965,3,9,2018
0,0,0,217,0,700,1,12,2018
0,0,0,27234,0,88,1,4,2018
0,0,0,83,0,1717,1,1,2018
0,0,0,4341,0,2126,3,103,2018
0,0,0,17923,0,150,1,4,2018
0,0,0,3247,0,102,1,3,2018
0,1,0,249,0,369,1,15,2018
0,0,0,3,0,0,1,5,2018
0,0,0,19714,0,0,1,2,2018
0,0,0,503,0,0,1,54,2018
0,1,0,1012,0,0,24,234,2018
0,0,0,88,0,1343,3,7,2018
0,0,0,47,0,75,2,13,2018
0,0,0,3722,0,374,1,4,2018
0,0,0,1705,0,0,1,4,2018
0,0,0,1498,0,3910,1,26,2018
0,1,0,974,0,236,3,15,2018
1,0,0,10663,0,2990,1,3,2018
0,0,0,4899,0,0,1,1,2018
0,1,0,93,0,0,2,4,2018
2,0,0,215,0,0,2,9,2018
0,1,1,6657,0,455,3,66,2018
0,0,0,1388,0,750,1,4,2018
0,1,0,19721,0,0,1,6,2018
0,0,0,49959,0,81,1,4,2018
0,0,0,4083,0,0,1,3,2018
0,0,0,409,0,194,1,1,2018
0,0,0,40965,0,62,1,6,2018
0,0,1,521,0,884,0,0,2018
0,0,0,7729,0,0,1,3,2018
0,0,0,14,0,1023,0,0,2018
0,0,0,42,0,625,1,28,2018
0,0,0,81,1,0,1,3,2018
1,0,0,5984,0,795,3,73,2018
0,0,0,87,0,0,1,1,2018
0,0,0,80,0,3101,1,17,2018
1,0,0,15,1,11,1,2,2018
0,0,0,196,0,77,1,5,2018
0,0,0,5871,0,1758,1,11,2018
0,0,0,2593,1,0,3,141,2018
0,0,0,1329,0,0,1,15,2018
0,0,0,289,1,889,1,12,2018
0,0,0,81185,0,853,2,2,2018
0,0,0,5,0,0,1,2,2018
0,0,0,1568,0,537,1,25,2018
0,0,0,2428,0,659,1,4,2018
0,0,0,129177,0,92,1,3,2018
0,0,0,456,0,16,1,3,2018
0,0,0,99,0,3868,1,18,2018
1,1,3,52,0,825,6,36,2018
0,0,0,945101,0,0,4,103,2018
0,0,0,54,0,0,1,1,2018
0,0,0,67,0,838,1,3,2018
0,0,0,11,0,5297,1,5,2018
0,0,0,136,0,1567,1,2,2018
3,2,0,741,0,3789,8,49,2018
0,0,0,2,0,127,1,2,2018
0,0,0,110,0,627,1,2,2018
0,0,0,7368,0,1584,1,3,2018
0,0,0,1170,1,14603,6,49,2018
0,4,6,16171,1,-1,0,0,2018
0,0,0,25,0,8761,1,19,2018
0,1,0,5732,0,1925,1,14,2018
0,0,0,228,0,1659,1,24,2018
0,0,1,50,0,116,1,34,2018
0,0,1,107,0,103,1,55,2018
0,0,0,47113,0,0,1,1,2018
0,1,0,71,0,976,2,15,2018
1,0,0,57487,1,0,0,0,2018
0,0,0,19,0,0,2,6,2018
1,0,0,96,0,1723,2,2,2018
0,0,0,166,0,0,1,1,2018
0,0,0,7,0,0,1,1,2018
0,0,0,4,0,0,0,0,2018
0,1,0,8,0,856,1,5,2018
0,0,0,1585,0,108,1,4,2018
0,1,0,110,1,126,1,2,2018
0,0,0,104,0,80,1,3,2018
3,0,0,19250,0,3154,1,3,2018
1,9,0,742,0,397,1,68,2018
0,0,0,9697,0,293,1,17,2018
0,0,0,556962,0,4479,1,9,2018
0,0,0,331,0,0,1,22,2018
0,0,0,16,0,323,1,9,2018
2,0,1,1720,0,0,1,231,2018
0,0,0,4,0,0,1,3,2018
0,0,0,10439,0,91,2,98,2018
0,0,0,8032,0,0,1,29,2018
0,0,0,3,0,132,1,2,2018
0,0,0,46,0,0,1,2,2018
0,0,0,21232,0,92,1,2,2018
0,0,0,79,0,86,1,11,2018
0,0,0,1055,0,371,1,22,2018
0,0,0,3,0,204,1,5,2018
0,0,0,46,0,0,1,6,2018
1,0,0,71,1,1683,3,15,2018
0,0,0,21119,0,0,1,49,2018
0,0,0,45,0,3536,1,27,2018
0,0,0,957,0,468,1,4,2018
0,0,0,17,0,791,2,5,2018
1,1,0,190,0,1704,1,6,2018
0,0,0,2,0,95,1,2,2018
0,0,0,5006,0,82,2,62,2018
0,0,0,51,0,441,1,6,2018
0,0,0,31254,0,0,1,10,2018
1,0,0,10049,0,1838,2,3,2018
0,0,0,27,0,145,1,8,2018
0,0,0,705,0,388,1,20,2018
0,0,0,106,0,2532,1,8,2018
0,0,0,248,0,4173,1,1,2018
0,0,0,9703,0,14242,1,41,2018
0,0,0,741,0,1078,1,13,2018
0,0,0,213,0,1415,0,0,2018
0,0,0,943,0,7000,1,2,2018
0,0,0,20,0,1643,1,15,2018
0,0,0,2921,0,654,1,3,2018
0,0,0,377,0,255,1,5,2018
0,0,0,253,0,413,0,0,2018
0,0,0,2702,0,0,1,6,2018
0,0,0,20948,0,6354,9,592,2018
0,0,0,47340,0,93,1,8,2018
0,0,0,69883,0,5729,2,46,2018
0,0,2,8625,0,134,1,35,2018
0,0,0,1676,0,0,1,4,2018
0,0,0,24,0,99,1,7,2018
0,0,0,15558,0,188,1,9,2018
0,0,0,215552,0,0,0,0,2018
0,0,0,563,0,1210,1,9,2018
0,0,0,29,0,0,1,4,2018
0,1,1,25002,1,846,1,16,2018
1,1,0,70,0,277,2,3,2018
0,0,0,2735,0,339,0,0,2018
0,0,0,1955,0,100,2,131,2018
0,0,0,13,0,79,1,5,2018
0,0,0,7,1,305,2,17,2018
0,0,0,33,0,94,1,2,2018
0,0,0,461,0,95,1,3,2018
0,1,0,42,0,872,1,40,2018
0,0,0,141,0,1046,1,15,2018
0,0,0,126,0,460,1,2,2018
1,1,0,421208,0,174,1,13,2018
0,0,0,276,0,127,1,2,2018
0,0,0,5229,0,330,1,4,2018
0,0,1,3,0,131,1,5,2018
0,0,0,872,0,135,3,12,2018
0,0,0,4113,0,769,1,11,2018
0,0,0,45,0,70,1,10,2018
0,0,0,46340,0,0,1,18,2018
0,0,0,4256,0,364,1,15,2018
1,0,0,4951,0,0,1,2,2018
0,0,0,35,0,3805,1,4,2018
0,5,0,15924,0,223,1,2,2018
1,0,0,235,0,92,1,2,2018
0,0,0,6160,0,0,1,2,2018
0,0,0,5727,0,0,1,2,2018
2,0,0,2039,0,501,1,3,2018
0,1,0,89,0,139,1,9,2018
0,1,0,3,0,134,1,3,2018
0,3,0,4401,0,4416,2,15,2018
0,0,0,5351,0,1031,1,28,2018
0,0,0,17,0,122,1,3,2018
1,1,0,3541,0,141,3,90,2018
0,0,0,16,0,0,1,1,2018
0,0,0,20,0,302,1,3,2018
0,0,0,616,0,1543,1,2,2018
0,0,0,1135,0,128,1,3,2018
0,0,0,6937,0,717,1,8,2018
0,0,0,28,0,16,1,2,2018
0,4,0,5980,0,227,1,2,2018
0,0,0,425,0,702,1,5,2018
0,0,0,20937,0,1144,1,53,2018
0,0,0,65,0,820,1,10,2018
0,0,0,6731,0,1937,3,30,2018
0,0,0,3955,0,1056,1,45,2018
0,0,0,18,0,16,0,0,2018
0,0,0,24,0,1483,1,4,2018
1,0,0,208,0,23710,1,1,2018
0,1,1,114,0,312,1,3,2018
0,0,0,7,0,696,1,2,2018
0,2,0,5183,0,4416,2,17,2018
0,1,0,1798,0,718,1,3,2018
0,0,0,3,0,2380,1,1,2018
0,1,0,638,0,1176,1,3,2018
0,0,0,5395,0,106,1,24,2018
0,0,0,732,0,2585,1,3,2018
0,0,0,63085,0,0,1,9,2018
1,0,0,11436,0,135,2,11,2018
0,0,0,27,0,141,1,2,2018
0,0,0,97,0,0,1,1,2018
0,0,0,7,0,6686,1,3,2018
0,0,0,10,0,182,1,4,2018
0,0,0,169,0,0,0,0,2018
0,0,0,36,0,1358,1,17,2018
0,0,0,201,0,120244,1,6,2018
0,0,0,11,0,227,1,5,2018
0,0,0,1685,0,883,1,2,2018
0,0,0,203,0,954,1,3,2018
0,0,0,852,0,203,1,45,2018
0,0,0,8966,0,0,1,2,2018
0,0,0,1444,0,0,2,18,2018
0,0,0,12928,0,2218,1,1,2018
1,0,0,3056,0,1465,1,3,2018
0,1,0,14249,0,579,1,2,2018
0,1,0,83750,0,235,1,9,2018
0,0,0,10736,0,0,1,1,2018
0,0,0,17285,0,0,1,1,2018
0,2,0,3107,1,2632,2,5,2018
0,0,0,2662,0,640,1,2,2018
0,0,0,1214,0,610,1,4,2018
0,0,0,14,0,525,1,6,2018
0,0,0,1054,0,0,1,3,2018
0,0,0,1933,0,1114,1,3,2018
0,0,0,20105,1,3554,3,74,2018
0,1,0,287,0,1399,1,4,2018
0,1,0,4069,0,0,1,26,2018
0,0,0,18,0,0,1,3,2018
1,0,4,2209,0,8020,2,282,2018
0,0,10,10841,0,3415,2,673,2018
0,0,0,672,0,303,1,5,2018
0,1,1,128,0,0,1,5,2018
0,0,0,12,0,394,1,2,2018
0,0,0,904,0,0,1,1,2018
0,0,0,205,1,0,0,0,2018
0,0,0,40,0,928,1,2,2018
0,0,0,129005,0,506,1,2,2018
0,0,0,88616,0,506,1,6,2018
0,0,0,73086,0,3007,1,18,2018
0,0,0,15586,0,0,1,13,2018
0,0,0,911,0,0,1,1,2018
0,0,0,5034,0,51,1,23,2018
14,42,0,429,1,4007,1,13,2018
30,112,0,98,0,1102,1,13,2018
10,1,6,50514,1,555,21,966,2018
2,5,7,348,0,6606,1,89,2018
5,0,1,7136,1,5878,3,70,2018
3,0,0,1838,0,190,4,33,2018
0,0,1,199,0,24,1,4,2018
1,0,0,1885,0,43,0,0,2018
3,7,15,13009,1,4953,7,865,2018
0,1,0,5849,0,0,1,1,2018
0,0,0,571,0,720,1,18,2018
4,3,1,2807,0,1775,5,145,2018
0,0,0,57250,0,60,1,2,2018
0,0,0,465,0,1991,1,35,2018
0,0,0,20801,0,602,1,46,2018
0,0,0,5233,0,0,2,45,2018
2,0,1,18885,1,633,7,85,2018
1,1,0,14688,0,0,0,0,2018
0,0,0,23,0,896,0,0,2018
0,1,0,524,0,0,1,5,2018
2,2,0,6190,0,827,3,79,2018
4,0,0,16734,0,1927,6,142,2018
1,3,0,6976,0,4037,0,0,2018
0,4,0,415,1,1798,4,38,2018
0,0,0,291,0,365,1,8,2018
0,0,0,11,0,0,0,0,2018
0,0,0,156,0,0,1,11,2018
3,1,1,10510,0,3934,3,58,2018
0,0,0,10366,0,128,1,4,2018
0,0,0,1291,0,1336,2,16,2018
0,0,3,55,0,2246,1,28,2018
0,1,0,2089,0,1833,2,44,2018
0,0,0,33533,0,0,1,1,2018
0,1,0,21659,0,2291,1,37,2018
0,0,0,1,0,35,1,3,2018
0,0,0,22231,0,5604,1,3,2018
2,0,0,6035,0,0,1,10,2018
0,0,0,22255,0,5616,1,8,2018
3,1,0,41313,0,115,1,1,2018
2,1,0,26980,0,852,5,174,2018
0,0,0,2414,0,1259,1,31,2018
0,0,0,2945,0,66,1,15,2018
0,0,0,27996,0,478,1,67,2018
0,0,0,10,0,10,1,2,2018
0,0,0,36401,0,32,1,1,2018
0,0,0,549,0,4048,1,20,2018
0,0,0,238,0,0,1,1,2018
1,4,1,8358,0,1097,3,80,2018
1,4,2,1481,0,1282,3,118,2018
0,0,1,34,0,478,1,3,2018
0,0,0,29,0,144,1,3,2018
0,0,0,33191,0,39,1,2,2018
0,0,0,1780,0,152,1,2,2018
1,0,0,33229,0,964,2,4,2018
0,0,0,4066,0,147,1,9,2018
0,0,0,4067,1,4469,1,65,2018
0,0,0,19711,0,1342,1,4,2018
0,0,0,964,0,30,2,323,2018
0,0,0,3076,0,652,1,4,2018
0,0,0,178,0,146,3,39,2018
0,0,0,8,0,128,1,5,2018
0,0,0,861,0,39,1,4,2018
0,0,0,838,0,1028,3,20,2018
0,0,0,24,0,0,1,2,2018
0,0,0,175,0,3769,1,59,2018
0,0,0,2252,0,1191,1,32,2018
